text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
nu se incarca reteta zona linia 2|nu se incarca reteta zona linia 2|bug_aplicatie|Software|critica|2026-01-21
la camer compresoaer: caglu de reeta scos.|La camera compresoare: cablu de retea scos.|conectivitate_retea|Software|critica|2026-01-03
verificatti zona expeditie, variatorul de turatis e rosu|Verificati zona expeditie, variatorul de turatie e rosu|componente_automatizare|Electric|medie|2025-12-29
releu ars in tablou zona cnc mazak|releu ars in tablou zona cnc mazak|componente_automatizare|Electric|medie|2026-01-24
la statia vopsire: invertorul e in varie.|La statia vopsire: invertorul e in avarie.|componente_automatizare|Electric|mica|2025-12-18
vibratii puternice la ax zona linia 2|vibratii puternice la ax zona linia 2|uzura_fizica|Mecanic|medie|2026-02-05
la zona ambalare: ttransformator supraincalzit.|La zona ambalare: transformator supraincalzit.|componente_automatizare|Electric|medie|2025-12-17
defectinue zoa expeditie: sursa de alimentare arsa.|Defectiune zona expeditie: sursa de alimentare arsa.|alimentare_curent|Electric|mica|2026-02-07
releu ars in tablou zona statia vopsire|releu ars in tablou zona statia vopsire|componente_automatizare|Electric|critica|2026-02-01
verificait cnc maazk,pierdere pachete date|Verificati cnc mazak, pierdere pachete date|conectivitate_retea|Software|mica|2025-12-12
la prsa hidraulica: banda transportoare sfisiata.|La presa hidraulica: banda transportoare sfiasiata.|uzura_fizica|Mecanic|medie|2026-01-10
defectiuune cnnc mzaak: nu mai culiseaza dania.|Defectiune cnc mazak: nu mai culiseaza sania.|blocaj_mecanic|Mecanic|critica|2026-01-26
defectiune cuptor tratamnet: pqta marre de ukei pe jos.|Defectiune cuptor tratament: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|medie|2026-01-10
la linia 2: bug in sof la salvare.|La linia 2: bug in soft la salvare.|bug_aplicatie|Software|mica|2025-12-19
role blocatte la banda zona linia 2|role blocate la banda zona linia 2|blocaj_mecanic|Mecanic|mica|2026-01-13
pierde lihcid hiidraulic la statia vopsire. udgent|pierde lichid hidraulic la statia vopsire. URGENT|scurgere_lichide|Mecanic|critica|2026-01-12
tastatuura lbocata zona robot kkua|tastatura blocata zona robot kuka|hardware_it|Software|critica|2025-12-16
defectuine fnc mazak: nu merge internetul.|Defectiune cnc mazak: nu merge internetul.|conectivitate_retea|Software|critica|2025-12-25
defectiue staia vopsite: nu comunica cu srverul.|Defectiune statia vopsire: nu comunica cu serverul.|conectivitate_retea|Software|critica|2026-01-26
blue screen la pornire zona linia 2|blue screen la pornire zona linia 2|bug_aplicatie|Software|mica|2026-01-04
la zona ambaalre: usa de protectie intepenita.|La zona ambalare: usa de protectie intepenita.|blocaj_mecanic|Mecanic|critica|2025-12-12
ecrran negru complt zona zona ambalare|ecran negru complet zona zona ambalare|hardware_it|Software|medie|2025-12-26
verificati cuptor tratamen,t pierdere pachete dae|Verificati cuptor tratament, pierdere pachete date|conectivitate_retea|Software|medie|2026-01-08
verificati zoma ambalare, contactul nu cupleaza|Verificati zona ambalare, contactul nu cupleaza|componente_automatizare|Electric|mica|2026-01-23
verificatj zona expeditie, touchscreen-ul nu raspune la atingerw|Verificati zona expeditie, touchscreen-ul nu raspunde la atingere|hardware_it|Software|critica|2026-02-05
dsfectiune presa hidraulica: durea rupta.|Defectiune presa hidraulica: curea rupta.|uzura_fizica|Mecanic|critica|2026-01-20
optiti toot! valoare zero la senzor temperatura la camera compresoare|OPRITI TOT! valoare zero la senzor temperatura la camera compresoare|senzori_instrumentatie|Electric|critica|2025-12-22
fotocelula mudrara la stati voppsire. fym|fotocelula murdara la statia vopsire. FUM|senzori_instrumentatie|Electric|critica|2026-01-14
la camera comprssoare: releu aars in tablou.|La camera compresoare: releu ars in tablou.|componente_automatizare|Electric|critica|2025-12-24
invertorul e in avarie zona zona expeeditie|invertorul e in avarie zona zona expeditie|componente_automatizare|Electric|critica|2026-01-25
la roobot sudura: fotocelula murdara.|La robot sudura: fotocelula murdara.|senzori_instrumentatie|Electric|medie|2026-02-03
nu comumica cu serverul la ribot suddura. onta informativa|nu comunica cu serverul la robot sudura. nota informativa|conectivitate_retea|Software|mica|2026-02-06
ping timeout la statia vopsire. urgent|ping timeout la statia vopsire. URGENT|conectivitate_retea|Software|critica|2026-01-11
aplicatia s-a inchks singura zona cnc mazak|aplicatia s-a inchis singura zona cnc mazak|bug_aplicatie|Software|critica|2025-12-28
usa de protectie intepenita zona linia 2|usa de protectie intepenita zona linia 2|blocaj_mecanic|Mecanic|medie|2026-01-04
linie oprita! s-a opritt curenntul la liie la liniia 1|LINIE OPRITA! s-a oprit curentul la linie la linia 1|alimentare_curent|Electric|critica|2026-01-07
cirea ruupta la zona ambalade. verificati cannd puteti|curea rupta la zona ambalare. verificati cand puteti|uzura_fizica|Mecanic|medie|2026-01-12
bataie in reductor la zon ambalare. incediu|bataie in reductor la zona ambalare. INCENDIU|uzura_fizica|Mecanic|critica|2026-01-19
la robbot sudura: senzoor proximiyate kovit.|La robot sudura: senzor proximitate lovit.|senzori_instrumentatie|Electric|critica|2025-12-15
aplicatia s-a nchis singura la cmera compresoaare. nota informatiga|aplicatia s-a inchis singura la camera compresoare. nota informativa|bug_aplicatie|Software|mica|2025-12-27
riac accident! variatorul de turatie e rosu la cnc mazak|RISC ACCIDENT! variatorul de turatie e rosu la cnc mazak|componente_automatizare|Electric|critica|2026-01-29
defectiune camerra comprdsoare: unitatea pc caraiee.|Defectiune camera compresoare: unitatea PC caraie.|hardware_it|Software|mica|2026-01-09
vala hudraulica blocata zona magazie piesee|valva hidraulica blocata zona magazie piese|blocaj_mecanic|Mecanic|critica|2025-12-21
defectiune zona ambalare: pitonul nu mai revine.|Defectiune zona ambalare: pistonul nu mai revine.|blocaj_mecanic|Mecanic|mica|2026-02-05
erooare citie debitmetur la zonna expeditie. urgent|eroare citire debitmetru la zona expeditie. URGENT|senzori_instrumentatie|Electric|critica|2026-01-18
nots informativa! dinti rupti la rroata dintata la ccn mazak|nota informativa! dinti rupti la roata dintata la cnc mazak|uzura_fizica|Mecanic|mica|2025-12-20
eroare pe scran zona roobt sudura|eroare pe ecran zona robot sudura|bug_aplicatie|Software|critica|2025-12-20
defectiune cuptor tratament: vaselina curge dib lagar.|Defectiune cuptor tratament: vaselina curge din lagar.|scurgere_lichide|Mecanic|medie|2026-01-21
nota informatuva! cod de eroare 404 la lnia 2|nota informativa! cod de eroare 404 la linia 2|bug_aplicatie|Software|mica|2025-12-27
contactuul nu cupleaza la amgazie piesse. trebuie verificat|contactul nu cupleaza la magazie piese. trebuie verificat|componente_automatizare|Electric|medie|2025-12-20
defectiune roboot kua: ping timeout.|Defectiune robot kuka: ping timeout.|conectivitate_retea|Software|medie|2026-01-04
verificati magazie pese, cod de eroafe 404|Verificati magazie piese, cod de eroare 404|bug_aplicatie|Software|mica|2026-02-09
butonul de srart e gir (iactiv) la magazie piese. invendiu|butonul de start e gri (inactiv) la magazie piese. INCENDIU|bug_aplicatie|Software|critica|2026-01-20
verfiicati magzie piese,nu se aprinde beucl de control|Verificati magazie piese, nu se aprinde becul de control|alimentare_curent|Electric|critica|2026-01-18
ric acident! nu se incarcaa retefa la linia 1|RISC ACCIDENT! nu se incarca reteta la linia 1|bug_aplicatie|Software|critica|2026-01-27
verfiicati linia 1, bataie in reductor|Verificati linia 1, bataie in reductor|uzura_fizica|Mecanic|mica|2025-12-18
nu avem retea la hmi la statka vopsire. incetineste productia|nu avem retea la hmi la statia vopsire. incetineste productia|conectivitate_retea|Software|medie|2026-02-02
nu mai culiseaza sania zona linia 2|nu mai culiseaza sania zona linia 2|blocaj_mecanic|Mecanic|critica|2026-01-15
valva hidraulica blocata zona lina 2|valva hidraulica blocata zona linia 2|blocaj_mecanic|Mecanic|medie|2026-01-11
ping timeout zona zona expeditiee|ping timeout zona zona expeditie|conectivitate_retea|Software|critica|2026-01-10
verificatu zona ambalare, usa de proectie intepenita|Verificati zona ambalare, usa de protectie intepenita|blocaj_mecanic|Mecanic|mica|2026-01-02
cablu srctionat la presa jidraulica. verificati cand putetk|cablu sectionat la presa hidraulica. verificati cand puteti|alimentare_curent|Electric|medie|2026-01-09
defectiune statia vopsiire: picura apa din racire.|Defectiune statia vopsire: picura apa din racire.|scurgere_lichide|Mecanic|mica|2025-12-29
pinng tmieout zoona zoona expeditie|ping timeout zona zona expeditie|conectivitate_retea|Software|medie|2026-01-13
nota informatica! pierdere pachete date la linia 1|nota informativa! pierdere pachete date la linia 1|conectivitate_retea|Software|mica|2026-01-12
bufonul de start e gri (inactiv) zzona cnc mazak|butonul de start e gri (inactiv) zona cnc mazak|bug_aplicatie|Software|critica|2026-02-08
sigranta sarita zona presa hidraulica|siguranta sarita zona presa hidraulica|alimentare_curent|Electric|mica|2026-01-14
verificati cand pputeti! s-a bolcat brtaul rrobotic la zona expediitie|verificati cand puteti! s-a blocat bratul robotic la zona expeditie|blocaj_mecanic|Mecanic|medie|2025-12-28
pierrde lichid hidraulic la linia 1. zgomot ciuddat|pierde lichid hidraulic la linia 1. zgomot ciudat|scurgere_lichide|Mecanic|medie|2025-12-16
risc acicdent! valba hidraulica bloacta la linia 1|RISC ACCIDENT! valva hidraulica blocata la linia 1|blocaj_mecanic|Mecanic|critica|2026-02-03
picura apq din racire la robot kuka.. nu e graha|picura apa din racire la robot kuka. nu e graba|scurgere_lichide|Mecanic|mica|2025-12-15
rooe blkcate la banda zona robot kkuka|role blocate la banda zona robot kuka|blocaj_mecanic|Mecanic|critica|2025-12-29
la robot kuka: blue screen la pornire.|La robot kuka: blue screen la pornire.|bug_aplicatie|Software|medie|2026-01-03
pierdee lichid hidraulic la cuptor trattament. ufm|pierde lichid hidraulic la cuptor tratament. FUM|scurgere_lichide|Mecanic|critica|2026-01-20
risc acident! vsaelina curge din lagar la magazie piese|RISC ACCIDENT! vaselina curge din lagar la magazie piese|scurgere_lichide|Mecanic|critica|2025-12-24
verificati presa hidraulicaa, nu comunica cu serverul|Verificati presa hidraulica, nu comunica cu serverul|conectivitate_retea|Software|mica|2026-01-22
adresa ip confflict la cnc mazak. urgent|adresa IP conflict la cnc mazak. URGENT|conectivitate_retea|Software|critica|2026-02-06
tastatura blocata la zona ambalaare. verifciare vizuuala|tastatura blocata la zona ambalare. verificare vizuala|hardware_it|Software|mica|2026-01-27
termocupla deefcta zoan robot sudura|termocupla defecta zona robot sudura|senzori_instrumentatie|Electric|critica|2026-01-05
ax decentrat la linia 2. mergee greu|ax descentrat la linia 2. merge greu|uzura_fizica|Mecanic|medie|2026-01-11
trebbuie evrificat! ping timeout la cncc mazak|trebuie verificat! ping timeout la cnc mazak|conectivitate_retea|Software|medie|2026-01-28
defectiune cuptor tratament: zgokot de polizarre.|Defectiune cuptor tratament: zgomot de polizare.|uzura_fizica|Mecanic|medie|2025-12-30
dateoe nu se actualizeaza zoona lniia 1|datele nu se actualizeaza zona linia 1|bug_aplicatie|Software|critica|2026-01-02
motorul declanseaza protcetia tremica la liia 1. verificati cand pugeti|motorul declanseaza protectia termica la linia 1. verificati cand puteti|componente_automatizare|Electric|medie|2025-12-27
verificati prrsa hidraulica, nu avem reta la hmi|Verificati presa hidraulica, nu avem retea la hmi|conectivitate_retea|Software|critica|2026-01-28
merge greu! nu merge internetup la linia 2|merge greu! nu merge internetul la linia 2|conectivitate_retea|Software|medie|2025-12-19
verjficati presa hidraulica, touchscreen decalat|Verificati presa hidraulica, touchscreen decalat|hardware_it|Software|medie|2025-12-11
pistonul nu mai revine la ozna ambalare. fum|pistonul nu mai revine la zona ambalare. FUM|blocaj_mecanic|Mecanic|critica|2026-01-11
nu comuncia cu serverul zona camra compresoar|nu comunica cu serverul zona camera compresoare|conectivitate_retea|Software|mica|2025-12-19
la mgaazie piese: contactul nu cupleaza.|La magazie piese: contactul nu cupleaza.|componente_automatizare|Electric|mica|2026-01-18
urtun presiune spart la camera compresoare. verificati cadn puteti|furtun presiune spart la camera compresoare. verificati cand puteti|scurgere_lichide|Mecanic|medie|2026-01-21
defectiune linia 1: nu se aprinde becul de ontrol.|Defectiune linia 1: nu se aprinde becul de control.|alimentare_curent|Electric|mica|2025-12-12
mentenanta rpeventiva! nu comunica cu serverul la statia vopsire|mentenanta preventiva! nu comunica cu serverul la statia vopsire|conectivitate_retea|Software|mica|2026-02-06
unitatea pc caraie la cnc mazak. ipriti tot|unitatea PC caraie la cnc mazak. OPRITI TOT|hardware_it|Software|critica|2026-01-02
pericol! ttermocupla defecta la cuptor tratament|PERICOL! termocupla defecta la cuptor tratament|senzori_instrumentatie|Electric|critica|2026-01-27
merge greu! rulment spart la cnc mazak|merge greu! rulment spart la cnc mazak|uzura_fizica|Mecanic|medie|2025-12-25
verificati robot kuka, tastatura blocata|Verificati robot kuka, tastatura blocata|hardware_it|Software|critica|2025-12-28
trebuie verificat! curea rupta la zona expeditie|trebuie verificat! curea rupta la zona expeditie|uzura_fizica|Mecanic|medie|2026-01-05
la presa hidraulica: pat mare de ulei pe jos.|La presa hidraulica: pata mare de ulei pe jos.|scurgere_lichide|Mecanic|medie|2026-01-28
la cnc mazak: tastatra blocata.|La cnc mazak: tastatura blocata.|hardware_it|Software|mica|2026-02-02
la zona ambalare: nu avm tensiune la panou.|La zona ambalare: nu avem tensiune la panou.|alimentare_curent|Electric|medie|2025-12-21
merge greu! mtorul declanseaza protectia termca la mahazie pjese|merge greu! motorul declanseaza protectia termica la magazie piese|componente_automatizare|Electric|medie|2026-01-01
la stattia vopsire: adrea ip conflict.|La statia vopsire: adresa IP conflict.|conectivitate_retea|Software|mica|2025-12-31
senzorul nu citete niic zona liniaa 2|senzorul nu citeste nimic zona linia 2|senzori_instrumentatie|Electric|mica|2026-01-15
termochpla defecta zna lnia 2|termocupla defecta zona linia 2|senzori_instrumentatie|Electric|critica|2026-02-06
vwrificati zona ambalare,invretorul e in avarei|Verificati zona ambalare, invertorul e in avarie|componente_automatizare|Electric|mica|2026-01-03
nu se aorinde ebcul de control la magazzie piese. pericol|nu se aprinde becul de control la magazie piese. PERICOL|alimentare_curent|Electric|critica|2025-12-25
pierde ilchid hidaulic la robot sudura. nu e graba|pierde lichid hidraulic la robot sudura. nu e graba|scurgere_lichide|Mecanic|mica|2026-01-05
nu mak culiseaza sania zoha statia vopsire|nu mai culiseaza sania zona statia vopsire|blocaj_mecanic|Mecanic|medie|2026-01-07
la linia 2: ecran negru complet.|La linia 2: ecran negru complet.|hardware_it|Software|medie|2026-02-02
scurgere de ulei sug utilaj la zona expeditie. icetineste productia|scurgere de ulei sub utilaj la zona expeditie. incetineste productia|scurgere_lichide|Mecanic|medie|2025-12-16
nu agem retea la hhmi zona robit kuka|nu avem retea la hmi zona robot kuka|conectivitate_retea|Software|mica|2026-01-14
pierde lichid hidrauli la statka vopsire. opriti tot|pierde lichid hidraulic la statia vopsire. OPRITI TOT|scurgere_lichide|Mecanic|critica|2025-12-29
la presa hidraulica: datele nu se catualizeaza.|La presa hidraulica: datele nu se actualizeaza.|bug_aplicatie|Software|mica|2026-02-01
defectiune robot kuak: dinti rupti la rotaa dnitata.|Defectiune robot kuka: dinti rupti la roata dintata.|uzura_fizica|Mecanic|medie|2025-12-22
defectiune zona expeditie: icura apa diin racire|Defectiune zona expeditie: picura apa din racire.|scurgere_lichide|Mecanic|medie|2025-12-19
cablu sectionat la linia 2. linie oprita|cablu sectionat la linia 2. LINIE OPRITA|alimentare_curent|Electric|critica|2026-01-02
verificati magaziee piese, cblu sectionat|Verificati magazie piese, cablu sectionat|alimentare_curent|Electric|medie|2026-01-25
defectiune robbot kuka: fluctuatii de tensiuune.|Defectiune robot kuka: fluctuatii de tensiune.|alimentare_curent|Electric|medie|2025-12-25
veerificati presa hidrauulica, nu mai culiseaza sania|Verificati presa hidraulica, nu mai culiseaza sania|blocaj_mecanic|Mecanic|critica|2025-12-18
verificati llinia 1, nu se incarca retetaa|Verificati linia 1, nu se incarca reteta|bug_aplicatie|Software|medie|2026-01-11
menfenanta preventiva! pierdere pachee date la robot kuka|mentenanta preventiva! pierdere pachete date la robot kuka|conectivitate_retea|Software|mica|2026-01-24
cand se poqte! zgomo de polizare la linia 2|cand se poate! zgomot de polizare la linia 2|uzura_fizica|Mecanic|mica|2026-02-09
aplicatia -sa inchis singura la roobt sudura. mergge greu|aplicatia s-a inchis singura la robot sudura. merge greu|bug_aplicatie|Software|medie|2026-01-12
cod de eroare 404 zona presa hidraulicaa|cod de eroare 404 zona presa hidraulica|bug_aplicatie|Software|critica|2026-01-31
pierde ljchid hidraulic la linia 1. incetineste productiia|pierde lichid hidraulic la linia 1. incetineste productia|scurgere_lichide|Mecanic|medie|2025-12-17
verificati robot sudura, pistonu nu mai revine|Verificati robot sudura, pistonul nu mai revine|blocaj_mecanic|Mecanic|medie|2026-01-06
la linia 1: angernaj gripat.|La linia 1: angrenaj gripat.|blocaj_mecanic|Mecanic|mica|2026-01-09
defectiune cuptor tratsment: cabul sectionat.|Defectiune cuptor tratament: cablu sectionat.|alimentare_curent|Electric|critica|2025-12-22
mota infoemativa! nu aven retea la hmi la linia 1|nota informativa! nu avem retea la hmi la linia 1|conectivitate_retea|Software|mica|2025-12-13
linie oprita! variatorjl de turatie e rosu la cputor tratament|LINIE OPRITA! variatorul de turatie e rosu la cuptor tratament|componente_automatizare|Electric|critica|2026-01-02
la inia 1: contactul nu cupleaza.|La linia 1: contactul nu cupleaza.|componente_automatizare|Electric|medie|2026-01-15
butonul de start e gri (inactiv) zona robto kuka|butonul de start e gri (inactiv) zona robot kuka|bug_aplicatie|Software|critica|2026-01-09
la lina 1: pierdere pachete datte.|La linia 1: pierdere pachete date.|conectivitate_retea|Software|medie|2026-02-03
cablu de retea scos la cnc mazak. merge greu|cablu de retea scos la cnc mazak. merge greu|conectivitate_retea|Software|medie|2026-02-09
defectiune camera compresoare: tastaturra blocata.|Defectiune camera compresoare: tastatura blocata.|hardware_it|Software|medie|2026-02-08
defectiune zna expeditiee: ecran negru cmoplet.|Defectiune zona expeditie: ecran negru complet.|hardware_it|Software|mica|2025-12-14
terbuie vreificat! lant rupg la linia 1|trebuie verificat! lant rupt la linia 1|uzura_fizica|Mecanic|medie|2025-12-16
mere greu! nu avem rretea la hmmi la statia vopsire|merge greu! nu avem retea la hmi la statia vopsire|conectivitate_retea|Software|medie|2026-01-24
defectiune linia 2: nu comunica cu serverul.|Defectiune linia 2: nu comunica cu serverul.|conectivitate_retea|Software|critica|2026-02-03
touchscreen edcalat la znoa expedditie. fuum|touchscreen decalat la zona expeditie. FUM|hardware_it|Software|critica|2025-12-18
veriificati ribot kuka, role bloctae la banda|Verificati robot kuka, role blocate la banda|blocaj_mecanic|Mecanic|critica|2026-01-12
verificati ona ambalare, scurtcircuit cu flmaa|Verificati zona ambalare, scurtcircuit cu flama|alimentare_curent|Electric|mica|2025-12-24
mouse--ul nu merge sona cncc mazak|mouse-ul nu merge zona cnc mazak|hardware_it|Software|medie|2025-12-25
linie oprit! mouse-ul nu merge la zona expedigie|LINIE OPRITA! mouse-ul nu merge la zona expeditie|hardware_it|Software|critica|2026-02-04
deectiune linia 2: nu ede sticck-ul udb.|Defectiune linia 2: nu vede stick-ul USB.|hardware_it|Software|medie|2026-01-24
opriti tot! inverrorul e in avarie la magazie piesee|OPRITI TOT! invertorul e in avarie la magazie piese|componente_automatizare|Electric|critica|2026-01-11
linie orpita! cablu de reetea scos la magaize piese|LINIE OPRITA! cablu de retea scos la magazie piese|conectivitate_retea|Software|critica|2026-02-08
fluctuatii de tensiune la oresa hidraulida. zgomt ciudat|fluctuatii de tensiune la presa hidraulica. zgomot ciudat|alimentare_curent|Electric|medie|2026-01-13
la linia 2: s-a bllocat rbatul robotic.|La linia 2: s-a blocat bratul robotic.|blocaj_mecanic|Mecanic|critica|2026-01-24
s-a blocat vratul robotic zoan robot sudura|s-a blocat bratul robotic zona robot sudura|blocaj_mecanic|Mecanic|mica|2025-12-23
ferificati cptor tratament pierdere pachete date|Verificati cuptor tratament, pierdere pachete date|conectivitate_retea|Software|critica|2026-01-04
nu se aprinse becul de control zoan camera commpresoare|nu se aprinde becul de control zona camera compresoare|alimentare_curent|Electric|medie|2025-12-23
nu vede stikc-ul ysb zoa linia 1|nu vede stick-ul USB zona linia 1|hardware_it|Software|medie|2026-01-13
incendiu! lant rupt la robpt sudur|INCENDIU! lant rupt la robot sudura|uzura_fizica|Mecanic|critica|2026-02-03
verificati linia 2, eroare citire debitmetru|Verificati linia 2, eroare citire debitmetru|senzori_instrumentatie|Electric|critica|2026-02-06
defecctiune zona mabalare: furtun presiue spart.|Defectiune zona ambalare: furtun presiune spart.|scurgere_lichide|Mecanic|critica|2026-01-28
defectiune robot kuka: variatprul de turatie e roosu.|Defectiune robot kuka: variatorul de turatie e rosu.|componente_automatizare|Electric|medie|2025-12-18
fktocelula murdara zonna camera compresoare|fotocelula murdara zona camera compresoare|senzori_instrumentatie|Electric|medie|2025-12-22
releu are in tablou la presa hidfaulica. linie oprifa|releu ars in tablou la presa hidraulica. LINIE OPRITA|componente_automatizare|Electric|critica|2025-12-11
rulment spart la lini 1. verificatj acnd puetti|rulment spart la linia 1. verificati cand puteti|uzura_fizica|Mecanic|medie|2025-12-15
dinti rupti la roata dintata la zona abmalare. urgentt|dinti rupti la roata dintata la zona ambalare. URGENT|uzura_fizica|Mecanic|critica|2026-01-16
angrenaj geipat la cuptor trataent. verificati candd putrti|angrenaj gripat la cuptor tratament. verificati cand puteti|blocaj_mecanic|Mecanic|medie|2025-12-11
unitatea pc carae zona cnc mazak|unitatea PC caraie zona cnc mazak|hardware_it|Software|mica|2025-12-23
defecttiune lini 1: touchscteen decalat.|Defectiune linia 1: touchscreen decalat.|hardware_it|Software|mica|2025-12-13
merge greuu! senzorr prxoimitate lovit la linja 1|merge greu! senzor proximitate lovit la linia 1|senzori_instrumentatie|Electric|medie|2025-12-20
tochscreen decalat zona robot kuka|touchscreen decalat zona robot kuka|hardware_it|Software|mica|2026-02-04
nu mai culiseaza sania la zona expeditie. trebuie verificat|nu mai culiseaza sania la zona expeditie. trebuie verificat|blocaj_mecanic|Mecanic|medie|2026-01-31
verificati ona expeditie, pierde lichid hidraulic|Verificati zona expeditie, pierde lichid hidraulic|scurgere_lichide|Mecanic|mica|2026-01-13
verificare vizuala! picura apa din raicre la roboy kuka|verificare vizuala! picura apa din racire la robot kuka|scurgere_lichide|Mecanic|mica|2025-12-16
banda transportoarre sfiasaita sona cnc mazak|banda transportoare sfiasiata zona cnc mazak|uzura_fizica|Mecanic|critica|2026-01-26
la cnc mazak: scurtcircuit cu flama.|La cnc mazak: scurtcircuit cu flama.|alimentare_curent|Electric|mica|2026-01-17
variatorul de turtie e tosu zona presa hidraulica|variatorul de turatie e rosu zona presa hidraulica|componente_automatizare|Electric|mica|2026-02-03
defectiune cnnc mazak: reeleu ars in tablou.|Defectiune cnc mazak: releu ars in tablou.|componente_automatizare|Electric|critica|2025-12-16
nu mia culiseaza saniz zona ucptor tratament|nu mai culiseaza sania zona cuptor tratament|blocaj_mecanic|Mecanic|mica|2026-01-25
veirficati cnc mazak, bataie in reductor|Verificati cnc mazak, bataie in reductor|uzura_fizica|Mecanic|mica|2026-01-16
sursa de alimentare arsa la cuptor tratament. ferificati cand puteti|sursa de alimentare arsa la cuptor tratament. verificati cand puteti|alimentare_curent|Electric|medie|2026-02-04
defwctiune linia 1: cablu sectionat.|Defectiune linia 1: cablu sectionat.|alimentare_curent|Electric|critica|2025-12-29
motorul declansaza protectia termica la cnc mazam. opriti tot|motorul declanseaza protectia termica la cnc mazak. OPRITI TOT|componente_automatizare|Electric|critica|2026-01-12
nu se ncarca reteta zona presa hidarulica|nu se incarca reteta zona presa hidraulica|bug_aplicatie|Software|medie|2026-01-04
pericol! touchscreen-ul nu raspunde la atinere la robot luka|PERICOL! touchscreen-ul nu raspunde la atingere la robot kuka|hardware_it|Software|critica|2026-01-11
verficare vizuala! touchscreenn decalat la liinia 1|verificare vizuala! touchscreen decalat la linia 1|hardware_it|Software|mica|2026-01-30
la cuptor tratament: cabu sectkonat.|La cuptor tratament: cablu sectionat.|alimentare_curent|Electric|medie|2026-01-11
pierde lichid hidraulic zona liina 2|pierde lichid hidraulic zona linia 2|scurgere_lichide|Mecanic|mica|2025-12-15
axul motoruluui e bloact la zona ambaalare. trebiue verificat|axul motorului e blocat la zona ambalare. trebuie verificat|blocaj_mecanic|Mecanic|medie|2026-01-02
nota informativa! nu kerge internetul la linia 1|nota informativa! nu merge internetul la linia 1|conectivitate_retea|Software|mica|2025-12-29
defectinue magazie piese: pistonul nu mai revinw.|Defectiune magazie piese: pistonul nu mai revine.|blocaj_mecanic|Mecanic|medie|2026-02-03
nu se aprinde becul de fontrol zoan zona ambalare|nu se aprinde becul de control zona zona ambalare|alimentare_curent|Electric|medie|2026-02-05
ric accident! nu comunica cu serverul la zona expeditie|RISC ACCIDENT! nu comunica cu serverul la zona expeditie|conectivitate_retea|Software|critica|2026-01-09
defrctiune camear compresoare: valoare zero la senzor temperatuta.|Defectiune camera compresoare: valoare zero la senzor temperatura.|senzori_instrumentatie|Electric|critica|2026-01-01
la linia 1: blue screen la pornire.|La linia 1: blue screen la pornire.|bug_aplicatie|Software|medie|2026-01-09
verifiicati linia 2, nu megre itnernetul|Verificati linia 2, nu merge internetul|conectivitate_retea|Software|mica|2025-12-25
pataa mrae de ulei pe jos zona robot sudura|pata mare de ulei pe jos zona robot sudura|scurgere_lichide|Mecanic|critica|2026-02-08
eroare citore debitmetruu zoona cnv mazak|eroare citire debitmetru zona cnc mazak|senzori_instrumentatie|Electric|mica|2025-12-27
verificzti cammera compresoare, banda transportoare sfiasiata|Verificati camera compresoare, banda transportoare sfiasiata|uzura_fizica|Mecanic|mica|2026-01-07
defectiune magazie pkese: urlment spart.|Defectiune magazie piese: rulment spart.|uzura_fizica|Mecanic|mica|2026-01-12
la statai vopsire: touchscreen decalat.|La statia vopsire: touchscreen decalat.|hardware_it|Software|mica|2026-01-11
la lunia 1: angrenaj gripat.|La linia 1: angrenaj gripat.|blocaj_mecanic|Mecanic|critica|2026-01-31
verificati aona amblare, nuitatea pc czraie|Verificati zona ambalare, unitatea PC caraie|hardware_it|Software|mica|2026-01-27
efectiune linia 2: ax descentrat|Defectiune linia 2: ax descentrat.|uzura_fizica|Mecanic|critica|2026-01-14
aplocatia s-a inchis singgura ozna cnc mmazak|aplicatia s-a inchis singura zona cnc mazak|bug_aplicatie|Software|medie|2026-01-02
defectiune linia 1: variatorul de turatie e rosu.|Defectiune linia 1: variatorul de turatie e rosu.|componente_automatizare|Electric|medie|2025-12-27
ddefectiune cuptor tratament: sursa de alimentare arsa.|Defectiune cuptor tratament: sursa de alimentare arsa.|alimentare_curent|Electric|medie|2026-01-19
vaselina crge don lagar zona linia 1|vaselina curge din lagar zona linia 1|scurgere_lichide|Mecanic|mica|2026-02-07
la ncc mazak: dattele nu se actuaizeaza.|La cnc mazak: datele nu se actualizeaza.|bug_aplicatie|Software|mica|2026-02-04
risc accidet! encoderul da erore pozitie la cnc mazzak|RISC ACCIDENT! encoderul da eroare pozitie la cnc mazak|senzori_instrumentatie|Electric|critica|2026-01-30
vreificati ozna expeditie, nu avem retea la hhmi|Verificati zona expeditie, nu avem retea la hmi|conectivitate_retea|Software|mica|2026-01-12
la robot sdura: nu comuniica cu serveryl.|La robot sudura: nu comunica cu serverul.|conectivitate_retea|Software|critica|2026-01-20
angrenaaj gripat la zona expeditie. mentenanta preventiva|angrenaj gripat la zona expeditie. mentenanta preventiva|blocaj_mecanic|Mecanic|mica|2026-02-06
verificati magaazie piese,vaselina cure ddin lagar|Verificati magazie piese, vaselina curge din lagar|scurgere_lichide|Mecanic|mica|2025-12-18
